2025-11-19T02:32:39.901169,http://allegrolokalnie.pl-1231414.icu,FAIL,OK,OK,FAIL,OK
2025-11-19T02:32:55.019629,http://allegro.pl-5288491.icu,FAIL,OK,OK,FAIL,OK
2025-11-19T02:35:32.455569,https://mobileorange5.godaddysites.com/,FAIL,FAIL,FAIL,OK,OK
